Project Name,URL,Language,Forks,Open issues,Size Byte,Stars,Topics,Contributors,Type
etcd-io/etcd,https://github.com/etcd-io/etcd,Go,8367,180,66967,39025,"consensus, database, distributed-database, distributed-systems, etcd, go, key-value, kubernetes, raft",820,Other
localstack/localstack,https://github.com/localstack/localstack,Python,2945,361,13838,38984,"aws, continuous-integration, developer-tools, localstack, python, testing",432,Other
vitejs/vite,https://github.com/vitejs/vite,TypeScript,2940,892,16059,38770,"build-tool, dev-server, frontend, hmr, vite",497,Web Application
nwjs/nw.js,https://github.com/nwjs/nw.js,JavaScript,3955,890,130500,38764,"desktop, javascript, node-webkit, nodejs, nwjs, web-application-framework",125,"Framework, Web Application"
Dogfalo/materialize,https://github.com/Dogfalo/materialize,JavaScript,4888,806,163569,38658,"css, css-framework, design, framework, javascript, material, material-design",302,"Framework, Web Application"
gogs/gogs,https://github.com/gogs/gogs,Go,4484,794,209167,38594,"git, go, gogs, lsif-enabled",520,Other
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,Vue,2689,52,58948,38468,"api, api-client, api-rest, api-testing, developer-tools, graphql, http, http-client, nuxt, nuxtjs, pwa, rest, rest-api, spa, testing, testing-tools, tools, vue, vuejs, websocket",174,Web Application
JuliaLang/julia,https://github.com/JuliaLang/julia,Julia,4831,4144,231005,38468,"hpc, julia, julia-language, machine-learning, numerical, programming-language, science, scientific",1450,AI
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,JavaScript,8893,256,934,38301,"dynamic, hacktoberfest, profile-readme, readme-generator, readme-stats, serverless",187,Other
facebook/jest,https://github.com/facebook/jest,TypeScript,5691,1589,268894,38204,"easy, expectation, facebook, immersive, javascript, painless, painless-javascript-testing, snapshot, testing",1428,Other
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,C++,1777,500,57234,38174,"cpp, debugger, disassembler, hacktoberfest, reverse-engineering, security, windows, x64, x86, x86-64",110,Other
iamkun/dayjs,https://github.com/iamkun/dayjs,JavaScript,1903,442,5112,38113,"date, date-formatting, datetime, dayjs, moment, time",286,Other
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,TypeScript,26795,769,815542,38022,"definition, dts, hacktoberfest, types, typescript, typescript-definitions, typings",18230,Other
vercel/hyper,https://github.com/vercel/hyper,TypeScript,3165,773,22576,37992,"css, html, hyper, javascript, linux, macos, react, terminal, terminal-emulators",277,Web Application
alacritty/alacritty,https://github.com/alacritty/alacritty,Rust,2161,310,11581,37831,"bsd, gpu, linux, macos, opengl, rust, terminal, terminal-emulators, vte, windows",370,Other
mozilla/pdf.js,https://github.com/mozilla/pdf.js,JavaScript,8683,352,130653,37775,,424,Other
caddyserver/caddy,https://github.com/caddyserver/caddy,Go,3014,91,15180,37616,"automatic-https, caddyfile, go, http, http-server, https, privacy, reverse-proxy, security, tls, web-server",131,Web Application
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,Vue,12145,92,34427,37605,"es2015, flex, sass, vue, vue-router, vuex, webpack",17,Web Application
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,PHP,19222,26,848483,37349,,221,Other
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,Swift,7044,32,25199,37203,"alamofire, carthage, certificate-pinning, cocoapods, httpurlresponse, networking, parameter-encoding, public-key-pinning, request, response, swift, swift-package-manager, urlrequest, urlsession, xcode",242,Other
traefik/traefik,https://github.com/traefik/traefik,Go,4088,615,62313,37113,"consul, docker, etcd, go, golang, kubernetes, letsencrypt, load-balancer, marathon, mesos, microservice, reverse-proxy, zookeeper",701,Other
fighting41love/funNLP,https://github.com/fighting41love/funNLP,Python,10676,21,137770,36926,,10,Other
apache/dubbo,https://github.com/apache/dubbo,Java,24736,404,39116,36910,dubbo,412,Other
cypress-io/cypress,https://github.com/cypress-io/cypress,JavaScript,2223,2138,509397,36833,"cypress, e2e-testing, e2e-tests, end-to-end-testing, javascript-tests, test, test-automation, test-runner, test-suite, testing, testing-tools, tests",344,Other
obsproject/obs-studio,https://github.com/obsproject/obs-studio,C,5688,652,53114,36682,"c, c-plus-plus, directshow, facebook-live, ffmpeg, game-capture, live-streaming, screen-capture, twitch-tv, video-recording, youtube-live",508,Other
impress/impress.js,https://github.com/impress/impress.js,JavaScript,6849,63,4473,36611,,82,Other
Unitech/pm2,https://github.com/Unitech/pm2,JavaScript,2389,565,13019,36557,"command-line, command-line-tool, deploy, load-balancer, monitoring, node, nodejs, pm2, process-manager, production",305,Other
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,CSS,1380,152,30959,36536,"career, certification, cn-freecodecamp, community, curriculum, d3, education, freecodecamp, javascript, learn-to-code, math, nodejs, nonprofits, react",361,Web Application
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,JavaScript,5956,36,23832,36438,"algorithm, animation, data-structure, visualization",29,Other
ocornut/imgui,https://github.com/ocornut/imgui,C++,6225,715,80126,36211,"gamedev, gui, imgui, native, toolkit, tools, ui",305,Other
styled-components/styled-components,https://github.com/styled-components/styled-components,TypeScript,2253,77,10535,36123,"css, css-in-js, react, styled-components",322,Web Application
dcloudio/uni-app,https://github.com/dcloudio/uni-app,JavaScript,3248,920,59728,36073,"hbuilderx, javascript, miniprogram, mpvue, uni, uni-app, uniapp, vue",227,Web Application
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,Go,13319,339,176637,35907,"blockchain, ethereum, geth, go, p2p",689,Other
Textualize/rich,https://github.com/Textualize/rich,Python,1159,38,47926,35698,"ansi-colors, emoji, markdown, progress-bar, progress-bar-python, python, python-library, python3, rich, syntax-highlighting, tables, terminal, terminal-color, traceback, tracebacks-rich",157,Other
pixijs/pixijs,https://github.com/pixijs/pixijs,TypeScript,4510,111,76083,35690,"canvas, canvas2d, data-visualization, game, glsl, javascript, pixi, pixijs, renderer, rendering, rendering-2d-graphics, rendering-engine, webgl",439,Web Application
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,Python,9644,19,12404,35475,"bounty, bugbounty, bypass, cheatsheet, enumeration, hacking, hacktoberfest, methodology, payload, payloads, penetration-testing, pentest, privilege-escalation, redteam, security, vulnerability, web-application",195,Web Application
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,Shell,2237,31,6526,35313,"ad-blocker, blocker, cloud, dashboard, dhcp, dhcp-server, dns-server, dnsmasq, hacktoberfest, pi-hole, raspberry-pi, shell",221,Other
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,JavaScript,7362,75,209696,35266,"chinese, chinese-poetry, ci, json, poetry, tangshi",52,Other
discourse/discourse,https://github.com/discourse/discourse,Ruby,7574,47,446062,35136,"discourse, ember, forum, javascript, postgresql, rails, ruby",965,Other
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,JavaScript,1991,6,31579,35049,"desktop, edex-ui, electron, linux, macos, nodejs, science-fiction, shell, terminal, touchscreen, tron, unixporn, windows",62,Other
microsoft/playwright,https://github.com/microsoft/playwright,TypeScript,1538,425,99015,35048,"automation, chrome, chromium, e2e-testing, electron, firefox, javascript, playwright, testing, web, webkit",205,Web Application
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,TypeScript,6111,1030,74528,33627,"hacktoberfest, javascript, material, material-components, material-design, material-theme, semantic, typescript, ui, ui-components, ui-design, ui-kit, vue, vue-components, vue-material, vuejs, vuejs3, vuetify, vuetifyjs",733,Web Application
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,Java,8677,2048,21720,34742,"android, chart, graph, java, mpandroidchart",80,Mobile App
tauri-apps/tauri,https://github.com/tauri-apps/tauri,Rust,846,142,60522,34318,"hacktoberfest, high-performance, rust, webview, works-with-clojurescript, works-with-construct, works-with-elm, works-with-flutter, works-with-gatsby, works-with-mint, works-with-phaser, works-with-quasar, works-with-react, works-with-reason, works-with-svelte, works-with-vue, works-with-yew",152,Web Application
hexojs/hexo,https://github.com/hexojs/hexo,JavaScript,4287,78,7307,34290,"hexo, javascript, nodejs, static-site-generator",182,Other
fastlane/fastlane,https://github.com/fastlane/fastlane,Ruby,5140,187,80521,34196,"android, apps, automation, deployment, fastlane, hacktoberfest, hacktoberfest2021, ios, mobile, ruby, screenshots",1468,Mobile App
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,Go,1627,110,1831,34019,"certificates, chrome, firefox, https, ios, linux, local-development, localhost, macos, root-ca, tls, windows",38,Mobile App
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,CSS,2634,250,9270967,33804,"font, font-awesome, fonts, icon-font, iconic-fonts, octicons, patched-fonts, patcher, powerline, python, shell, statusline",133,Other
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Python,6202,37,369627,33801,"deep-learning, python, pytorch, tensorflow, tts, voice-cloning",18,AI
slatedocs/slate,https://github.com/slatedocs/slate,SCSS,21247,36,2354,33759,"api, api-documentation, slate, static-site-generator",140,Web Application
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,JavaScript,7438,212,15484,33270,"fullpage, fullscreen, javascript, jquery, mousewheel, onepage, scrolling, sections, slide, slideshow, snap, swipe",161,Other
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,TypeScript,6111,1030,74528,33627,"hacktoberfest, javascript, material, material-components, material-design, material-theme, semantic, typescript, ui, ui-components, ui-design, ui-kit, vue, vue-components, vue-material, vuejs, vuejs3, vuetify, vuetifyjs",733,Web Application
grpc/grpc,https://github.com/grpc/grpc,C++,8841,1060,412483,33536,,822,Other
commaai/openpilot,https://github.com/commaai/openpilot,Python,6122,190,1791887,33466,,284,Other
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,Python,9045,29,751,33464,,30,Other
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,Jupyter Notebook,14948,176,34707,33430,"jupyter-notebook, matplotlib, numpy, pandas, python, scikit-learn",17,Other
php/php-src,https://github.com/php/php-src,C,7104,331,469824,33418,,1316,Other
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,Python,4534,197,26785,33375,,325,Other
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,Objective-C,10264,85,6133,33289,,374,Other
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,JavaScript,7438,212,15484,33270,"fullpage, fullscreen, javascript, jquery, mousewheel, onepage, scrolling, sections, slide, slideshow, snap, swipe",161,Other
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,JavaScript,5173,513,53966,33262,"javascript, leaflet, maps",855,Other
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,JavaScript,4966,16,15163,33240,"css, css-questions, front-end, front-end-development, front-end-interview, front-end-system-design, html, html-questions, interview, interview-preparation, interview-questions, interview-test, javascript, js-questions, web-development",150,Web Application
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,Python,19422,448,891,33145,,,Other
pandas-dev/pandas,https://github.com/pandas-dev/pandas,Python,14067,3392,265642,32957,"alignment, data-analysis, flexible, pandas, python",2943,Other
videojs/video.js,https://github.com/videojs/video.js,JavaScript,7079,408,124431,32908,"dash, flash, hls, html, html5, html5-audio, html5-video, javascript, player, video, videojs",479,Web Application
sharkdp/bat,https://github.com/sharkdp/bat,Rust,875,134,27479,32843,"cli, command-line, git, hacktoberfest, rust, syntax-highlighting, terminal, tool",284,Other
apachecn/ailearning,https://github.com/apachecn/ailearning,Python,10758,2,170951,32785,"adaboost, apriori, deeplearning, dnn, fp-growth, kmeans, logistic, lstm, mahchine-leaning, naivebayes, nlp, pca, python, recommendedsystem, regression, rnn, scikit-learn, sklearn, svd, svm",9,Other
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,JavaScript,7572,54,13675,32555,"boilerplate, hackathon, hacktoberfest, nodejs, oauth2, starter-kit",197,Other
airbnb/lottie-android,https://github.com/airbnb/lottie-android,Java,5222,17,135802,32502,"after-effects, airbnb, android, animation, lottie",116,Mobile App
gulpjs/gulp,https://github.com/gulpjs/gulp,JavaScript,4397,29,1104,32472,,257,Other
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,Kotlin,11576,30,53140,32357,"android, shadowsocks",47,Mobile App
koajs/koa,https://github.com/koajs/koa,JavaScript,3148,62,2822,32345,koa,215,Other
BVLC/caffe,https://github.com/BVLC/caffe,C++,18967,1179,76170,32315,"deep-learning, machine-learning, vision",313,AI
bumptech/glide,https://github.com/bumptech/glide,Java,5897,336,91804,32302,"android, disk-cache, gif, glide, imageloader",168,Mobile App
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,TeX,8979,62,8908,32242,,20,Other
apache/spark,https://github.com/apache/spark,Scala,25312,239,410461,32215,"big-data, java, jdbc, python, r, scala, spark, sql",2633,Other
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,C#,5287,3213,82926,32155,"command-line, hacktoberfest, linux, macos, netcore, powershell, shell, windows",435,Other
quilljs/quill,https://github.com/quilljs/quill,JavaScript,2739,1195,13703,32110,"editor, quill, rich-text-editor, wysiwyg",136,Other
ventoy/Ventoy,https://github.com/ventoy/Ventoy,C,2408,302,177602,32088,"bootable-usb, chromeos, iso-files, legacy, linux, multiboot, secure-boot, uefi, unix, usb, vmware, windows",56,Other
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,JavaScript,2687,2,2532,32082,"cheatsheet, hacktoberfest, react, reference, ts, typescript, typescript-playground",152,Web Application
minio/minio,https://github.com/minio/minio,Go,3705,25,107393,31999,"amazon-s3, cloud, cloudnative, cloudstorage, go, objectstorage, s3, storage",357,Other
google/material-design-lite,https://github.com/google/material-design-lite,HTML,5206,391,56968,31975,"material, material-components, material-design, material-design-lite, mdl",198,Other
lerna/lerna,https://github.com/lerna/lerna,JavaScript,2099,773,10283,31915,"lerna, monorepo, npm, package, publishing",272,Other
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,JavaScript,4037,3,4270,31875,"clipboard, javascript",62,Other
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,6825,86,3638,31862,deep-learning,31,AI
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,JavaScript,7239,3203,285168,31823,"chat, collaboration, foss, free, hacktoberfest, javascript, meteor, mit, real-time, slack, webrtc",874,Web Application
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,TypeScript,1854,112,40302,31811,,213,Other
rclone/rclone,https://github.com/rclone/rclone,Go,2857,727,169444,31662,"amazon-drive, azure-blob, backblaze-b2, cloud-storage, dropbox, encryption, ftp, fuse-filesystem, go, golang, google-cloud-storage, google-drive, hubic, onedrive, openstack-swift, rclone, s3, sftp, sync, webdav",550,Web Application
eugenp/tutorials,https://github.com/eugenp/tutorials,Java,47448,66,328387,29719,,1215,Other
iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,Python,7171,400,843002,31564,"arxiv, creating-deepfakes, deep-face-swap, deep-learning, deep-neural-networks, deepface, deepfacelab, deepfakes, deeplearning, face-swap, faceswap, fakeapp, machine-learning, neural-nets, neural-networks",21,AI
hashicorp/terraform,https://github.com/hashicorp/terraform,Go,7385,1593,192469,31507,"cloud, cloud-management, graph, infrastructure-as-code, terraform",1947,Other
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,TypeScript,7375,142,6528,31506,"admin, ant-design, antd, antv, boilerplate, dashboard, enterprise, react, umi",299,Web Application
wg/wrk,https://github.com/wg/wrk,C,2614,160,38743,31445,,,Other
photonstorm/phaser,https://github.com/photonstorm/phaser,JavaScript,6679,147,340538,31377,"canvas, facebook-instant-games, game-development, game-frameworks, gamedev, html5-game-development, javascript, phaser, phaser-development, phaserjs, webgl",586,"Framework, Web Application"
Kong/kong,https://github.com/Kong/kong,Lua,4115,314,22359,31370,"api-gateway, api-management, apis, cloud-native, consul, devops, docker, iot, kong, kubernetes, kubernetes-ingress, kubernetes-ingress-controller, luajit, microservice, microservices, nginx, reverse-proxy, serverless, servicecontrol",302,Web Application
preactjs/preact,https://github.com/preactjs/preact,JavaScript,1741,225,11135,31270,"components, dom, jsx, preact, react, vdom, virtual-dom",293,Web Application
Homebrew/brew,https://github.com/Homebrew/brew,Ruby,7307,33,57765,31267,"brew, homebrew, macos, package-manager, ruby",1031,Other
facebook/docusaurus,https://github.com/facebook/docusaurus,TypeScript,4377,187,224317,31226,"documentation, hacktoberfest, javascript, open-source, react, website",842,Web Application
blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,PHP,8220,49,4398,31084,,112,Other
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,JavaScript,3828,54,8381,31066,"awesome-list, mobile, react, react-native",627,Web Application
XX-net/XX-Net,https://github.com/XX-net/XX-Net,Python,7817,7772,44744,31060,"gfw, goagent, proxy, uncensored, vpn",89,Other
open-guides/og-aws,https://github.com/open-guides/og-aws,Shell,3351,139,8373,30933,,231,Other
evanw/esbuild,https://github.com/evanw/esbuild,Go,782,244,38003,30846,"commonjs, compiler, css, es6, javascript, jsx, minifier, module-bundler, react, tsx, typescript",78,Web Application
faif/python-patterns,https://github.com/faif/python-patterns,Python,6232,11,3754,30755,"design-patterns, idioms, python",121,Other
NervJS/taro,https://github.com/NervJS/taro,TypeScript,4050,855,1371269,30613,"javascript, jquery, nerv, nervjs, react, react-native, reactjs, taro, typescript, vue, vue3, wechat, wechat-mini-program, weixin, wxapp",461,Web Application
pingcap/tidb,https://github.com/pingcap/tidb,Go,4946,2961,329413,30608,"cloud-native, database, distributed-database, distributed-transactions, go, hacktoberfest, htap, mysql, mysql-compatibility, scale, serverless, sql, tidb",789,Other
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,Shell,2763,49,232,30589,"bash, bible, book, guide, handbook, how-to, learning, list, reference, script, shell, shell-scripts",21,Other
google-research/bert,https://github.com/google-research/bert,Python,8569,841,317,30586,"google, natural-language-processing, natural-language-understanding, nlp, tensorflow",30,Other
testerSunshine/12306,https://github.com/testerSunshine/12306,Python,9477,270,58572,30584,,32,Other
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,Python,7230,17,232241,30521,"book, chinese, computer-vision, deep-learning, machine-learning, natural-language-processing, notebook, python",217,AI
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,Java,10172,159,47296,30485,"android, androidx, app, bar, cache, encode, encrypt, eventbus, file, fragment, log, network, permission, reflect, regex, snackbar, spannable-string, thread-pool, toast, utils",46,Mobile App
agalwood/Motrix,https://github.com/agalwood/Motrix,JavaScript,3623,496,31790,30366,"aria2, bittorrent, bt, download, download-manager, electron, linux, mac, macos, magnet, motrix, windows",58,Other
nolimits4web/swiper,https://github.com/nolimits4web/swiper,JavaScript,9613,167,66587,30357,"carousel, gallery, mobile, slider, swipe, swiper, touch, touch-events",251,Other
wagoodman/dive,https://github.com/wagoodman/dive,Go,1167,118,4492,30328,"cli, docker, docker-image, explorer, inspector, tui",39,Other
getsentry/sentry,https://github.com/getsentry/sentry,Python,3384,458,248564,30290,"apm, crash-reporting, crash-reports, csp-report, devops, django, error-logging, error-monitoring, hacktoberfest, monitor, monitoring, python, sentry",632,Other
Eugeny/tabby,https://github.com/Eugeny/tabby,TypeScript,1807,831,84055,30202,"serial, ssh-client, telnet-client, terminal, terminal-emulators",86,Other
shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,Swift,7934,252,50769,30194,"kcptun, macos, shadowsocks, shadowsocksx-ng, swift, v2ray-plugin",34,Other
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,C,7762,2717,8283,30081,"android, ffmpeg, ijkplayer, ios, player, video",63,Mobile App
google/styleguide,https://github.com/google/styleguide,HTML,11846,295,2459,30047,"cpplint, style-guide, styleguide",96,Other
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,Java,5860,4,365033,30041,"algorithms, dynamic-programming, interview-questions, leetcode, leetcode-solutions",15,Other
golang-standards/project-layout,https://github.com/golang-standards/project-layout,Makefile,3346,76,293,30037,"go, golang, project-structure, project-template, standards",42,Other
nativefier/nativefier,https://github.com/nativefier/nativefier,TypeScript,1929,190,5736,29987,"desktop-application, electron, linux, macos, nodejs, windows",131,Other
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,Python,3363,143,15931,29865,"cli, hacktoberfest, information-gathering, linux, macos, osint, python3, reconnaissance, redteam, sherlock, tools, windows",154,Other
jaredpalmer/formik,https://github.com/jaredpalmer/formik,TypeScript,2455,686,13364,29851,"form, formik, forms, higher-order-component, hooks, react, react-hooks, react-native, render-props",418,Web Application
carbon-app/carbon,https://github.com/carbon-app/carbon,JavaScript,1683,18,19353,29830,"beautiful, carbon, education, github-gist, javascript, presentation, sharing, snippets, tweet",177,Other
marktext/marktext,https://github.com/marktext/marktext,JavaScript,2163,618,72387,29796,"dark-mode, editor, electron, element-ui, emoji, focus-mode, latex, linux, mac, macos, markdown, marktext, next-generation, source-code, typewriter-mode, vue, windows",147,Web Application
eugenp/tutorials,https://github.com/eugenp/tutorials,Java,47448,66,328387,29719,,1215,Other
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,Rust,1344,144,4444,29700,"cli, command-line, command-line-tool, gitignore, grep, recursively-search, regex, ripgrep, search",310,Other
istio/istio,https://github.com/istio/istio,Go,6155,655,214028,29685,"api-management, circuit-breaker, consul, enforce-policies, envoy, fault-injection, kubernetes, lyft-envoy, microservice, microservices, nomad, polyglot-microservices, proxies, request-routing, resiliency, service-mesh",881,Web Application
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,Swift,1947,52,8067,29673,"applications, apps, awesome, awesome-list, c, c-plus-plus, hacktoberfest, javascript, mac, macos, macos-application, macosx, objective-c, open-source, opensource, python, ruby, swift",266,Other
GokuMohandas/MadeWithML,https://github.com/GokuMohandas/MadeWithML,Jupyter Notebook,4997,3,25703,29661,"data-science, deep-learning, machine-learning, mlops, natural-language-processing, python, pytorch",,AI
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,Swift,4668,1,19813,29566,"app, apple, apple-tv, apple-watch, awesome, cocoapods, example, game, ios, ipad, iphone, list, objective-c, react-native, reactive-programming, reactiveswift, swift, swiftui, tvos, watchos",335,"Web Application, Mobile App"
google/zx,https://github.com/google/zx,JavaScript,642,10,428,29427,"bash, cli, javascript, nodejs, shell",31,Other
iina/iina,https://github.com/iina/iina,Swift,2195,1310,252276,29388,"macos, mpv, swift, video, video-player",115,Other
supabase/supabase,https://github.com/supabase/supabase,TypeScript,1666,261,350851,29348,"firebase, postgres, postgresql, postgrest, realtime, supabase, websockets",327,Web Application
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,Jupyter Notebook,6047,12,176103,29314,"data-science, education, machine-learning, machine-learning-algorithms, machinelearning, machinelearning-python, ml, python, r, scikit-learn, scikit-learn-python",108,AI
skylot/jadx,https://github.com/skylot/jadx,Java,3677,203,17481,29301,"android, decompiler, dex, java",78,Mobile App
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,JavaScript,7467,70,71357,29258,"angular, csv, data, database, deno, excel, grid, html, html5, ios, javascript, json, nodejs, react, spreadsheet, table, vue, xls, xlsx, xml",180,"Web Application, Mobile App"
zxing/zxing,https://github.com/zxing/zxing,Java,9169,8,240975,29231,"android, barcode, barcode-scanner, datamatrix, java, qr-code, upc, zxing",157,Mobile App
foundation/foundation-sites,https://github.com/foundation/foundation-sites,HTML,5674,37,122676,29216,,1318,Other
gorhill/uBlock,https://github.com/gorhill/uBlock,JavaScript,2354,35,128400,29129,"blocker, browser-extension, chromium, firefox, javascript, ublock, ublock-origin",107,Web Application
vuejs/vue-cli,https://github.com/vuejs/vue-cli,JavaScript,6075,897,27800,29046,,476,Other
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,Go,7806,26,12522,28974,"book, go, translation, tutorial",246,Other
nlohmann/json,https://github.com/nlohmann/json,C++,4966,49,292607,28926,"bson, cbor, header-only, json, json-diff, json-merge-patch, json-parser, json-patch, json-pointer, json-serialization, messagepack, msgpack, rfc-6901, rfc-6902, rfc-7049, rfc-7159, rfc-8259, stl-containers, ubjson",250,Other
ariya/phantomjs,https://github.com/ariya/phantomjs,C++,5838,15,164709,28754,"automation, headless, headless-browser, phantomjs",177,Web Application
certbot/certbot,https://github.com/certbot/certbot,Python,3200,585,47337,28733,"acme, acme-client, certbot, certificate, letsencrypt, python",491,Other
go-gitea/gitea,https://github.com/go-gitea/gitea,Go,3605,2002,233783,28704,"devops, git, gitea, github, gitlab, go, gogs, golang, hacktoberfest",1081,Other
netty/netty,https://github.com/netty/netty,Java,14200,485,77982,28673,,665,Other
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,Ruby,3488,18,356,28607,,249,Other
google/leveldb,https://github.com/google/leveldb,C++,6327,208,1581,28581,,67,Other
alibaba/arthas,https://github.com/alibaba/arthas,Java,6277,218,27045,28577,"agent, alibaba, arthas, classloader, diagnosis, java, jvm, trace, trouble-shooting",156,Other
laurent22/joplin,https://github.com/laurent22/joplin,TypeScript,3209,315,256518,28512,"android, dropbox, electron, enex-files, evernote, javascript, joplin, nextcloud, nodejs, onedrive, react-native, synchronisation, web-clipper, webdav",476,"Web Application, Mobile App"
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,C,9339,3,295184,28482,"audio, c, ffmpeg, fft, hevc, hls, matroska, mp4, mpeg, multimedia, rtmp, rtsp, streaming, video, webm",2174,Web Application
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,JavaScript,2659,614,49205,28406,"browser, editor, monaco-editor, typescript, vscode",256,Web Application
streamich/react-use,https://github.com/streamich/react-use,TypeScript,2178,457,81483,28373,,184,Other
chubin/cheat.sh,https://github.com/chubin/cheat.sh,Python,1435,93,4532,28351,"cheatsheet, cli, command-line, curl, documentation, examples, hacktoberfest2021, help, terminal, tldr",57,Other
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,Python,2366,59,1315,28321,"documentation, gotchas, interview-questions, pitfalls, python, python-interview-questions, snippets, wats, wtf",71,Other
react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,JavaScript,6008,91,9315,28312,"i18n, immer, offline-first, react, react-boilerplate, redux, redux-saga, scaffolding, styled-components, webpack4",223,Web Application
date-fns/date-fns,https://github.com/date-fns/date-fns,TypeScript,1429,362,17812,28218,"date, date-fns, hacktoberfest, javascript, modules, nodejs, time, utilities",379,Other
jeecgboot/jeecg-boot,https://github.com/jeecgboot/jeecg-boot,Java,11142,30,47678,28131,"activiti, admin, ant-design, ant-design-vue, antd, codegenerator, java, jbpm, jeecg, jeecg-boot, jeecgboot, low-code, mybatis, shiro, spring, spring-boot, spring-cloud, springboot, springcloud, vue",11,Web Application
jgraph/drawio,https://github.com/jgraph/drawio,JavaScript,5752,226,925191,28115,,33,Other
vuejs/core,https://github.com/vuejs/core,TypeScript,4997,552,19056,28043,,311,Other
koalaman/shellcheck,https://github.com/koalaman/shellcheck,Haskell,1415,746,5042,28031,"bash, developer-tools, haskell, linter, shell, static-analysis",130,Other
fxsjy/jieba,https://github.com/fxsjy/jieba,Python,6505,634,56033,28005,,48,Other
